ID_code,target,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33,var_34,var_35,var_36,var_37,var_38,var_39,var_40,var_41,var_42,var_43,var_44,var_45,var_46,var_47,var_48,var_49,var_50,var_51,var_52,var_53,var_54,var_55,var_56,var_57,var_58,var_59,var_60,var_61,var_62,var_63,var_64,var_65,var_66,var_67,var_68,var_69,var_70,var_71,var_72,var_73,var_74,var_75,var_76,var_77,var_78,var_79,var_80,var_81,var_82,var_83,var_84,var_85,var_86,var_87,var_88,var_89,var_90,var_91,var_92,var_93,var_94,var_95,var_96,var_97,var_98,var_99,var_100,var_101,var_102,var_103,var_104,var_105,var_106,var_107,var_108,var_109,var_110,var_111,var_112,var_113,var_114,var_115,var_116,var_117,var_118,var_119,var_120,var_121,var_122,var_123,var_124,var_125,var_126,var_127,var_128,var_129,var_130,var_131,var_132,var_133,var_134,var_135,var_136,var_137,var_138,var_139,var_140,var_141,var_142,var_143,var_144,var_145,var_146,var_147,var_148,var_149,var_150,var_151,var_152,var_153,var_154,var_155,var_156,var_157,var_158,var_159,var_160,var_161,var_162,var_163,var_164,var_165,var_166,var_167,var_168,var_169,var_170,var_171,var_172,var_173,var_174,var_175,var_176,var_177,var_178,var_179,var_180,var_181,var_182,var_183,var_184,var_185,var_186,var_187,var_188,var_189,var_190,var_191,var_192,var_193,var_194,var_195,var_196,var_197,var_198,var_199
train_190113,0,10.981,-3.7515,13.5475,8.4515,8.5259,5.9235,6.8739,12.9394,-3.121,8.113,-7.8274,-8.1663,14.2717,6.5063,8.9999,15.0687,11.4549,-10.044,12.6668,15.6786,7.9339,6.4225,5.7745,2.8266,11.4169,13.5546,6.6489,2.0648,6.8277,0.3083,-0.3957,10.0136,2.6788,10.5173,12.5725,3.98,1.5209,6.9624,9.0261,-0.6621,-3.9762,9.1724,10.908,11.1399,15.1196,-18.8429,9.4803,-18.15,11.6236,15.1306,13.0264,5.417,-1.1922,6.5272,-9.0648,14.5288,20.8533,6.7575,-2.0824,9.3048,8.7246,-27.0779,-0.4028,-0.4654,7.7178,3.6395,6.6505,-0.8579,5.0303,-6.3515,34.51,1.0488,4.8859,15.2541,42.3497,14.6621,10.1643,16.5431,2.2843,14.8389,14.5669,13.7521,0.7025,5.196,-11.8876,15.7959,3.9741,13.9687,9.6106,8.519,-7.8561,6.9631,10.2264,11.3052,9.1563,-0.3183,17.2943,14.6421,1.7218,0.3877,-3.3164,16.6053,29.0412,1.525,10.9401,3.6987,9.3413,22.1308,14.3748,24.4208,4.8636,5.6614,1.9941,8.0155,2.5464,-0.9818,3.7577,11.8889,1.2417,-2.7696,44.6498,14.0945,-6.8309,8.3949,6.056,12.6082,13.0957,5.6116,0.2003,14.6846,13.0064,0.3499,7.0616,6.5828,-3.8651,-6.5776,31.2482,30.5133,4.2477,-6.3805,-3.0826,4.3749,20.9967,13.6087,10.2891,3.075,8.6992,10.0216,4.3045,-0.517,18.0353,6.7311,3.5773,16.3504,9.8257,-3.0416,12.1162,-4.9285,7.0888,15.1715,31.3357,5.7929,5.0277,12.808,-0.2393,11.69,3.1203,-17.8032,4.1775,5.3644,2.1638,9.1487,8.7775,9.9829,9.5282,14.3992,-11.283,12.9721,-5.5521,1.0826,-9.4851,9.4873,2.6408,6.4142,4.8465,-10.1571,9.3847,-18.9197,12.3189,0.2693,-4.2056,9.9664,3.7857,5.9854,15.1057,0.3905,-0.8783,8.4407,15.8405,1.5754
train_196147,0,11.0807,0.8973,9.4148,6.8285,8.6759,-2.1041,4.3466,21.3152,0.4905,5.9461,-2.279,-4.3155,14.2416,7.2638,5.5966,14.4235,8.896,-2.6245,13.6619,7.4799,3.5359,25.6009,5.1657,2.8832,17.0626,14.3463,-12.9396,-0.6342,4.4872,7.4991,-0.1237,11.9844,-3.261,18.0674,11.0517,3.6355,3.2964,8.5736,7.3542,-3.0838,-5.3035,1.5457,11.975,11.0913,9.8415,26.4521,11.6273,-4.8954,6.116,17.8282,12.3537,5.0725,-0.3726,5.5044,18.9222,11.3017,20.2353,6.0364,1.1089,9.5636,8.8051,-8.0442,1.3597,-1.2727,4.1565,2.05,4.0627,10.9722,5.0193,-7.656,25.9336,0.5785,3.7347,20.6744,11.3196,20.0311,13.9257,25.4283,5.4872,12.1822,10.4724,15.9285,-15.4179,1.9084,-3.8274,22.3489,3.8815,4.2322,10.0077,7.5244,-36.627,7.051,17.2694,10.1687,9.7504,-0.4664,18.5637,22.821,1.9246,0.2797,-4.0313,8.9163,16.2403,1.6893,10.981,2.9382,8.5276,10.0959,14.379,14.046,5.1952,4.0737,2.9309,16.5159,4.0795,4.0722,2.1789,13.5548,-21.2414,-2.404,36.9013,12.6372,0.082,9.682,4.6002,12.8563,14.1086,0.5226,2.0476,16.9712,13.0722,0.6748,9.2646,6.6375,2.8967,0.0632,16.1482,13.7055,-2.5111,7.4404,-3.4219,7.2479,9.1969,10.2428,9.2048,6.7796,7.1121,-7.6906,3.8576,16.8023,14.4921,8.8785,9.7414,14.8053,8.2007,-4.6626,13.0855,-0.1213,5.5334,3.7695,22.0513,5.8128,3.1369,15.8784,-0.6174,21.8635,3.477,-9.9242,7.3775,5.6276,-1.116,8.3997,30.7931,5.4064,20.7317,12.6146,-1.3437,14.0718,1.0927,3.7632,5.4964,11.5616,-22.2629,14.9066,12.7079,-3.2695,7.6129,7.9671,21.1435,2.0285,1.5432,2.916,4.1307,4.52,20.2021,2.0415,3.7223,7.64,12.4285,-3.087
train_195552,0,7.0871,3.503,9.6952,9.4311,13.0232,2.9473,6.3635,22.8199,1.3234,7.262,2.757,2.3631,14.1141,12.9848,7.9365,14.1806,9.1885,-16.229,20.9894,15.2916,16.6676,28.4524,3.6068,2.2632,5.6313,13.8525,-5.9684,-3.0828,5.7186,8.6938,2.5238,11.4983,-3.5214,12.0546,10.8906,1.9562,2.6993,7.3324,4.6804,0.6113,-15.8013,12.5342,10.418,11.1318,12.2488,22.8164,9.7242,-14.2984,15.1013,6.1774,13.1262,28.9405,3.8131,6.083,-1.0311,9.4269,12.1239,6.1224,4.2594,8.2988,16.1604,-33.7802,-0.1619,5.9097,4.9292,-4.0474,6.2564,10.5231,5.0251,-1.9439,24.4721,0.1755,-0.4151,22.4571,21.3076,23.6784,22.0662,16.9472,7.4942,14.2827,11.8248,15.5001,8.2201,1.0496,4.0316,11.5762,0.625,18.205,7.6478,3.3796,-14.7047,6.9486,14.9451,10.4045,7.6861,-0.2517,16.6866,4.3051,1.3049,-1.1594,-10.0101,21.5812,27.7999,1.5537,11.687,5.6543,8.8635,30.8176,14.2504,17.841,4.5066,4.8237,3.3676,8.2692,2.0379,2.8007,1.1658,26.8497,-9.0346,7.9216,11.3507,8.8972,11.0624,10.9992,3.6319,12.0452,14.0209,-6.2465,-2.7677,18.9534,12.5077,0.3967,7.9254,6.8956,-8.7825,-6.7341,23.4733,23.7602,8.6816,15.8979,-1.1833,-2.1019,13.2861,12.2333,9.8099,4.3331,10.8875,-2.5583,4.4891,25.2419,17.533,12.5278,7.8087,21.4659,9.2509,-11.0887,15.1918,-9.6313,21.4406,6.4896,14.4198,5.5182,3.001,20.8392,4.3102,25.799,3.0173,-3.6807,7.8623,5.5837,-4.1027,-4.4189,12.5675,-4.3467,29.7134,15.0586,10.4041,13.6945,18.0575,-0.5302,-8.3409,9.0913,-7.1674,14.5267,18.645,-2.2766,6.886,1.0795,13.0439,-0.6963,6.902,9.3857,-0.7203,7.7442,16.5204,-1.7763,9.3438,9.7973,16.8143,-5.4733
train_167649,0,9.2385,-2.1277,13.6957,7.9729,10.9391,-15.888,5.2945,12.7784,5.1633,9.149,-2.3161,-5.5461,13.7441,15.1815,5.1048,14.9568,11.4262,-6.6113,13.3592,16.801,21.474,21.3938,6.6116,3.3101,12.1462,14.1035,-12.1265,0.3982,6.2434,5.0064,-19.1008,10.3584,-4.0231,11.4343,11.1789,-0.1803,6.1634,4.1188,12.4971,2.7181,-4.4147,19.5522,10.7572,12.135,12.6022,-20.9819,10.0914,-23.0953,10.1965,22.7871,12.1805,16.3082,-7.2555,5.956,3.7554,10.6817,12.9989,4.6846,0.6188,9.5736,14.5628,-20.0841,2.0129,-1.2798,5.2356,2.3071,6.747,16.1113,5.0024,-0.5561,13.1868,0.9786,-0.1064,30.8111,29.8498,20.4635,14.5852,14.5648,5.9741,17.5911,7.8276,17.4775,-7.5455,0.2468,1.4079,19.8388,17.9563,16.5335,11.2491,4.4794,-18.3404,6.8291,9.4559,10.9922,10.7043,0.0692,22.2118,27.1586,1.0898,-3.5788,-2.2072,11.6109,24.122,1.4433,9.4671,5.4319,10.1951,19.1984,14.0078,16.913,-0.241,4.58,2.5909,13.5332,2.4034,4.7542,2.9644,23.373,-13.7598,5.0412,36.6358,9.4709,9.8751,8.4062,6.743,13.1704,14.7184,-1.5588,-0.8852,19.8409,12.6046,0.5586,10.6592,6.3864,-13.5499,7.673,16.027,8.6961,-0.9338,22.7372,9.7718,-7.0856,-0.0204,10.109,9.2677,3.2462,9.7068,-2.2814,3.9619,-3.8616,13.9935,13.554,5.6815,13.6698,14.0732,-7.2892,11.7867,-7.0313,24.5602,7.8169,30.3422,5.3476,4.2854,3.6862,-5.954,19.4633,3.0351,-9.7686,1.6328,6.3088,-7.3599,2.5536,20.8572,-11.909,23.1891,14.022,-10.6045,12.55,-2.8492,7.7624,-0.3543,9.0955,-1.3266,10.5876,14.5182,-10.8489,4.2006,-1.793,17.4927,-0.3172,2.1676,8.6791,4.9018,8.006,19.9281,-0.5152,0.3714,9.3837,11.4507,-13.5586
train_195350,0,10.9597,-3.8297,11.3526,3.3123,11.2167,-1.8419,5.4916,12.4577,-4.6128,7.0848,-4.5089,-8.6439,13.6574,8.6403,4.2106,14.4878,8.3407,-2.486,25.2816,6.3567,19.2872,6.8536,0.7173,3.5399,6.6362,14.1935,-3.128,-0.6361,5.134,6.0651,-8.6522,9.476,-3.8332,9.668,10.7297,-2.2307,1.7012,3.3626,11.0056,4.528,-20.9556,11.3121,10.8275,11.5341,11.452,-24.867,14.1118,-19.3018,-3.0662,18.5575,13.1229,4.9575,3.8151,5.9958,3.7584,9.4987,13.1578,5.9016,6.5987,9.2348,4.491,-18.9454,-0.8314,2.8852,7.8885,-3.8814,6.9755,13.1844,5.0277,-5.2142,10.4559,0.8971,0.9587,16.5464,9.7859,15.1461,4.5358,19.3769,6.0792,14.3816,20.6406,17.6737,-5.2463,-9.5941,-11.0468,22.3071,15.943,17.4196,5.8719,6.4129,-17.34,7.1633,19.2572,11.0333,14.1081,-0.6068,7.4077,23.084,1.5847,0.534,-6.0484,15.7229,26.7407,1.7993,13.0684,5.9458,9.4133,21.9299,14.2417,19.3628,11.2759,6.3877,1.9042,2.9543,0.7102,4.8663,0.4686,20.976,-2.0061,4.698,10.9236,11.0585,-0.6032,8.9373,4.699,12.0165,13.9267,-0.0997,-4.747,17.3489,11.5798,0.3548,6.9274,6.4217,5.0392,2.6474,41.8037,23.7125,4.8664,17.7119,1.5774,-7.7851,13.4793,13.7015,9.2531,7.9978,12.6372,-7.9938,3.8997,-9.3055,16.9785,3.3278,0.2365,15.7409,7.8735,-7.9053,14.6899,-9.6111,23.0014,8.0779,14.1122,5.4459,6.0254,8.5339,-1.2633,16.9378,2.6873,-14.5039,1.5056,5.434,1.0094,6.1105,9.3176,-3.0855,16.5912,7.8926,-3.652,9.8801,0.8864,2.2398,-5.6458,8.549,0.4095,10.361,13.6064,-14.5149,5.1621,-27.997,14.5883,1.68,1.0739,9.0864,1.7002,8.232,14.0091,-1.8324,-0.927,8.3926,14.2019,3.4646
train_141565,0,10.9055,-7.7657,13.3084,9.1612,7.2499,-14.0139,7.3067,17.5523,-2.0129,8.3786,3.8338,1.2665,13.7062,7.6238,6.7257,14.9723,6.6894,-5.3068,10.1403,8.3829,15.8502,23.58,5.2499,2.9135,7.5469,14.0822,-7.1292,-1.2847,5.5501,7.06,-13.7723,8.7055,-3.1463,11.1283,11.386,7.9077,3.9241,5.7811,13.9822,0.7426,1.2427,17.8592,10.7744,11.7129,6.1597,-29.2443,11.6543,1.0138,-6.2459,19.7337,12.2371,3.9483,-3.0688,5.2065,-14.8943,13.734,15.0849,7.2333,0.851,10.0031,21.7955,-28.0844,-1.3894,1.2782,3.2119,-2.1814,4.7031,11.7144,5.0271,-5.781,40.1722,0.6442,-0.8701,21.2174,31.5843,22.7864,9.4837,14.8417,4.6766,15.463,9.9711,15.4544,0.5083,8.3567,-10.9645,22.1553,-0.1697,12.5797,5.8467,-0.1968,-27.3766,6.7671,14.6177,10.1884,14.288,-0.1192,20.9561,25.9724,0.8064,-3.5645,-11.8811,17.878,6.8132,1.5776,7.8536,4.4205,10.8039,14.4922,14.3174,17.8035,8.7124,5.6254,0.8782,11.2049,3.6681,3.4278,4.2861,17.715,-12.0693,-3.3927,16.1484,7.2618,0.8457,14.6015,0.7636,12.5021,13.0742,0.6663,-3.2626,6.5305,13.5346,0.3597,8.4857,7.238,6.0146,6.614,30.1415,31.4204,8.4191,16.0694,0.0783,9.2285,16.2518,10.8791,10.2893,2.2521,12.6242,12.0119,4.1287,3.7862,14.4057,13.5597,4.2056,13.5283,10.4596,-5.5418,12.7449,0.4829,13.0122,6.6869,24.5116,5.343,6.6271,12.776,-3.1287,22.9084,2.7451,0.8075,6.4508,6.014,0.8327,0.3051,28.8555,-7.1881,21.1089,12.2873,2.5893,14.635,-17.1758,4.0447,-4.1894,9.9455,5.2942,10.8276,1.7777,4.2116,9.4258,-4.8349,17.0003,2.1898,-0.0585,7.4144,0.8623,10.1466,15.107,2.6158,-5.8278,8.204,15.2992,5.8168
train_75566,0,12.2664,-7.5721,8.2747,8.1961,8.3775,-13.3103,5.6335,16.6857,-5.5562,6.2657,-10.0076,5.7273,14.1921,8.0495,10.9204,14.2944,10.8664,-10.5066,-1.5486,-2.0912,16.0978,30.1312,0.5221,2.7842,16.6541,13.1424,-9.5735,-2.8814,5.3874,4.626,-24.798,8.8431,2.3225,11.6274,11.6214,14.6247,2.8194,8.0977,10.7597,1.5906,-3.4799,11.0317,10.3768,11.8224,19.4837,28.2441,13.7687,0.7641,15.5095,13.969,12.8912,8.083,0.5041,5.3819,-4.1692,7.2976,12.4567,6.3677,1.6442,8.5803,9.2336,-37.2837,0.2195,1.5236,6.8605,0.5755,5.0446,22.54,5.0118,-3.8765,42.5924,1.0176,2.0412,27.5074,5.3377,9.6302,-2.3446,19.5613,0.8353,15.3771,11.1047,11.8581,5.1668,12.3589,-2.1822,23.348,1.924,15.2033,12.3459,-2.3254,-33.7423,7.0259,11.9955,10.4932,14.1687,0.2778,19.7686,16.0215,0.7063,-0.4385,-16.6957,21.2309,24.382,1.502,9.3449,4.6946,9.5384,16.6192,14.0387,21.1214,1.2681,5.5411,1.2636,4.2306,3.5463,3.1885,4.7021,3.0674,-16.2675,6.5003,22.0232,11.6534,2.545,4.7029,0.4439,12.5603,13.849,3.5407,-1.3473,9.509,12.0586,0.6462,7.1436,7.0526,-6.4132,-21.9116,25.598,17.1597,-3.4447,3.065,7.9183,0.17,16.6426,15.2271,9.0021,7.943,9.5717,-4.5232,4.0591,13.5186,16.1248,10.9381,7.2328,15.5105,5.7512,-4.8995,14.3764,0.1941,25.7896,8.2216,22.9199,5.5562,4.7865,14.1115,1.7043,25.2293,2.0725,-2.6643,4.4991,5.3677,5.8179,2.5648,31.2143,-6.7114,20.5415,11.6181,8.2343,16.2108,14.7392,4.4643,-8.0429,8.6189,7.2284,3.1558,1.0077,2.8571,9.6121,-5.0482,19.2806,0.9884,9.2238,4.4178,0.6266,4.3949,14.1815,-0.1599,2.8891,9.4742,18.447,2.2521
train_45008,0,8.452,-6.0777,8.9491,8.0847,10.9667,-15.9434,6.6263,16.23,1.5769,6.1745,-8.5162,0.538,14.1195,15.5924,7.1602,15.5859,8.8422,-9.4998,8.0324,25.072,16.9643,25.9687,4.0618,2.4628,4.7534,13.8483,-0.7573,-0.7724,5.9993,2.2563,0.8587,10.0272,-0.2338,21.9327,12.1633,8.4833,3.3201,7.9783,13.9947,8.2471,-22.7465,5.0171,11.9473,11.4723,10.7277,-20.8629,8.9788,-9.882,30.145,6.8924,12.7594,9.9634,-2.0591,6.5767,6.1999,19.7294,14.9697,5.5262,2.6402,9.3885,11.608,2.8584,2.0207,-1.8855,3.5796,-5.8677,6.778,7.8602,5.0226,-2.3287,40.5981,0.4273,-2.932,33.1349,8.8002,24.4327,9.7853,12.3567,4.9353,13.5169,-3.7025,17.3456,-12.8074,-7.6141,0.9787,23.4586,2.7629,16.2161,6.5516,5.8949,-25.849,7.14,18.3572,10.0061,12.2595,1.2266,5.658,29.4274,1.7227,-1.3765,-11.6375,16.2251,16.0116,1.8264,12.4009,5.4817,4.9488,14.6457,14.3076,24.1995,9.8687,5.9799,3.5623,16.5675,3.5524,-0.6745,2.2641,17.4863,13.5175,9.8852,36.2701,11.924,-6.9732,1.4017,2.9144,12.9745,12.4983,4.484,3.1617,16.2244,13.1829,0.3178,7.6241,7.4843,-9.7212,-9.0515,34.7565,19.7982,5.9004,-1.263,7.1083,-2.2893,11.1929,12.6444,8.1812,0.1273,15.0622,2.8088,4.2015,-6.3683,14.3629,5.2169,6.0272,19.2596,-3.2221,-14.0496,13.6863,2.2935,16.1359,11.9227,15.0071,5.428,7.7433,8.6992,7.0216,23.0001,2.5942,-0.8459,8.8174,5.8149,0.5494,2.1031,11.9635,-3.931,11.3555,13.1633,1.5526,10.5836,-12.2638,5.852,-1.9844,10.9672,11.5021,13.7405,7.7474,-7.2835,4.1207,-5.0076,14.8643,0.5044,-10.0352,6.7862,-0.5121,6.8533,14.7029,-1.1008,4.1614,10.7365,18.2763,12.3204
train_182978,0,18.5869,-7.0517,14.8123,6.918,11.6406,-0.4756,5.9058,11.2743,3.8547,6.0356,-6.8254,-4.7583,13.7753,8.8672,6.6004,14.2747,11.337,-2.4152,19.8804,10.0201,12.1583,10.5191,4.5329,3.3509,9.4213,13.6335,-5.0275,-1.8343,6.422,10.0745,-14.8183,10.7316,5.1798,20.1807,11.9596,9.1683,1.7954,7.1844,13.8887,4.3288,1.1417,12.2713,12.3788,11.8747,12.6762,6.5974,12.3986,-20.1834,2.8128,24.1252,12.7719,15.2367,1.2514,6.4787,-3.2504,7.649,14.6802,5.4121,2.8804,9.3555,9.903,-26.2601,-0.2959,4.4094,4.0848,2.3258,5.6022,19.9048,5.0125,-3.2969,36.9741,0.926,6.245,25.5876,-2.0352,16.164,18.1132,23.0311,7.0746,15.9074,-8.0369,13.4664,10.4544,8.654,0.1293,19.5486,2.4937,15.3421,8.7845,5.228,-7.4023,7.0534,13.1669,10.2629,10.1448,-0.6478,11.6667,18.9576,1.1921,-2.0111,16.2196,14.8365,33.0703,1.2575,8.809,4.526,9.7852,16.2476,14.3512,17.3543,1.3921,7.8244,4.1412,8.5997,4.6247,2.5349,2.7054,25.3071,-2.9901,2.1083,31.8322,13.2977,5.5137,6.4763,2.4506,12.1473,13.2691,4.4595,0.9795,16.1577,12.1618,0.7734,7.1001,7.0725,-0.0081,7.2735,32.8977,33.0586,1.644,6.9258,0.3859,10.7684,10.7333,11.2166,10.4616,9.5654,13.3662,-10.4181,3.8958,-6.4333,17.3853,11.7326,1.4719,18.1107,7.6953,-7.8482,12.409,-3.3959,22.5094,5.9341,25.9166,5.5979,4.9535,6.0937,-11.3523,13.1898,2.8127,-19.1129,8.7388,5.3052,-3.2882,0.5364,-4.9129,-19.3504,24.7686,9.2068,-2.7474,13.6775,-2.4313,1.8989,0.6126,9.5332,-7.6408,11.6786,23.9152,-5.5586,4.6278,-6.2644,19.2992,0.9301,7.415,9.3842,2.6113,-1.5491,22.5867,-0.3536,2.5542,9.3468,17.9016,6.688
train_24717,0,7.7964,-0.5626,7.6854,5.7399,12.0638,-3.479,4.3822,14.8144,2.3169,6.8294,1.6485,-0.7274,14.2243,14.6371,6.1007,14.3992,10.8316,-2.1988,22.6949,-0.549,15.9092,20.2476,0.6939,3.9594,5.959,13.9936,-5.8718,-1.3788,5.208,7.4698,-11.9468,9.5622,-3.5491,14.4853,11.3816,-4.5334,5.3281,4.9173,8.427,4.066,-8.0073,8.9165,11.1444,11.2142,3.0198,-11.1922,9.098,-31.8216,23.056,16.4684,12.814,11.7109,-1.697,6.8673,-2.6746,20.2614,21.1802,6.818,1.8022,8.2149,18.9467,5.8834,-0.9481,2.0143,8.4493,6.8666,7.1247,6.5925,5.0112,-4.5693,8.2511,0.9641,-3.4291,19.363,18.5163,22.6194,18.616,21.0051,6.2764,12.9536,8.9255,17.8477,2.974,-4.8913,-16.2419,18.8485,4.9071,21.2387,8.2911,2.466,-23.0444,6.9946,13.1105,10.8369,8.7915,-1.1111,21.5986,25.441,1.6474,-2.8189,-18.5337,15.6076,18.9069,1.6023,11.8374,5.1499,11.0145,24.728,14.3481,20.7783,4.0511,6.1722,3.5731,9.4048,4.1721,1.1259,4.4669,37.0344,-6.8356,-0.7174,15.4732,13.1785,-3.5586,-2.9262,5.828,12.5533,13.139,2.0313,-3.2554,22.7791,13.3225,0.9192,9.4845,6.5883,4.3197,-13.5413,12.6401,2.9293,6.4932,8.798,4.4517,4.4043,7.53,5.8092,8.4071,8.2441,8.095,-2.7494,4.1271,11.8729,17.3294,6.2633,10.2242,17.8262,12.748,-3.0109,12.4806,-11.5286,15.2332,10.4122,23.8748,5.8249,5.2288,6.5101,-13.3265,26.6088,2.7374,-16.3359,12.2086,5.3022,-6.8521,-9.3692,25.8005,1.661,21.2158,15.5796,7.7283,14.1263,-5.0566,4.7095,-2.3633,8.7082,-9.0684,6.0925,25.0848,-6.6604,9.3257,-10.334,20.0534,0.7429,5.5261,3.0886,2.0711,7.6661,17.0328,0.0164,0.9469,8.3868,8.7903,1.9771
train_40774,0,7.8575,2.6667,8.0556,4.4726,10.6552,7.5444,4.3099,22.8441,-3.3846,6.0606,-5.3221,-7.6354,13.9709,14.0679,10.3221,13.9152,2.7513,-1.135,13.5378,2.687,14.6908,28.0045,4.4361,2.8402,15.7942,13.3999,-5.2477,-0.2816,5.1539,7.5035,-12.9649,7.496,-0.4893,14.4856,11.3111,-2.0959,4.0166,8.1951,5.3529,0.0597,1.3432,1.2519,11.3206,11.7603,10.9017,-1.1756,17.6048,0.86,0.9682,10.7897,12.5615,3.9458,1.4565,6.4418,9.9463,6.998,12.3142,6.1082,-2.5853,10.8945,16.3117,-20.9775,-3.9603,-3.827,7.6746,-1.3984,6.9442,10.1449,5.0179,-6.5067,5.9491,0.733,-0.5644,22.1426,27.7017,7.8931,-7.1978,18.5266,2.2836,14.2867,-11.0233,16.2216,14.3076,0.7484,-7.1469,15.5618,3.4349,15.6825,10.6533,1.5117,4.8625,7.3095,11.1347,11.0362,13.3294,-0.6252,20.6996,14.5622,1.0555,-1.039,-22.5603,7.3964,14.3978,1.5162,10.2447,4.0416,7.9633,10.1155,14.4832,19.2262,2.8261,6.4825,3.1914,12.3038,2.3342,-1.4856,3.106,-2.8528,-3.4388,-4.844,30.603,13.2958,0.3259,11.1771,5.622,12.1323,11.5359,2.5769,-0.5129,15.1146,12.4245,0.1988,7.9893,6.2166,8.8764,-10.4771,20.2949,1.4165,0.7025,14.3073,0.4308,-1.8074,19.0193,16.7169,5.8623,2.9502,10.2857,3.9745,4.3053,-6.5806,19.6532,8.9095,9.7479,13.4868,7.9972,-1.2186,13.9193,-6.06,12.8269,4.2142,33.0807,5.3514,3.815,16.9211,5.4104,12.6903,2.9365,-13.6489,5.8678,5.2934,1.6938,-4.3777,19.7807,-2.6485,17.8541,9.5871,-12.8568,10.2727,-1.8584,-0.0689,7.7422,10.7098,-10.7279,4.7535,8.4769,-0.1416,12.8124,-19.89,22.1265,1.0597,2.8634,8.1377,0.6766,9.5884,18.5083,-0.7691,-6.1151,8.4803,20.9872,-15.0312
train_13219,0,11.0737,0.095,11.8101,7.0637,8.9036,-10.1534,4.6574,11.7226,0.5628,8.7105,0.0301,-5.0716,13.9761,13.3477,11.472,14.778,1.9737,-6.0664,18.432,7.9198,15.5548,22.849,3.5387,2.4556,13.4618,13.7918,-11.4402,0.0274,5.8225,6.3147,-7.9526,9.4584,-1.0696,10.8672,12.176,8.8118,5.1061,6.5279,6.3257,3.1717,-5.6201,9.8152,10.8102,11.8402,18.8248,-19.272,7.725,-14.1224,4.1262,21.0589,12.7796,14.4915,-4.9864,6.2541,7.2689,8.0951,18.0055,5.938,-3.493,9.2246,6.8437,-4.1429,1.8849,4.2515,5.5393,0.348,6.5394,6.6652,5.0155,1.4877,14.2559,1.2061,2.8802,20.2033,3.7329,18.0332,8.5454,24.7484,7.035,12.3466,-1.7553,9.4937,6.7986,-5.5373,-2.5045,14.0968,7.597,5.72,9.2324,2.6682,4.881,7.0363,12.8447,10.3691,15.0953,0.1189,18.8372,25.3754,1.8642,1.11,-6.6468,13.1344,19.7121,1.5835,10.527,3.4571,11.2641,25.805,14.3255,14.2046,8.8882,5.2613,5.5123,-2.5829,3.497,-1.8616,0.2759,27.3792,-6.1744,4.7593,37.9968,12.4467,-1.426,15.2777,3.8745,12.4675,13.9844,-0.1555,-0.203,14.6047,13.1267,0.1701,9.1767,6.7688,-3.1085,-12.5475,24.02,6.2814,-0.0089,10.4641,-1.5583,8.097,5.1054,11.5447,8.8821,8.0361,8.6554,-13.7063,4.1275,-9.1533,20.6886,3.3125,3.4398,16.3267,5.3611,-4.9583,13.2823,-3.794,9.969,7.1953,24.9021,5.4147,4.7057,8.6478,0.0608,14.5444,3.6936,-3.3057,3.2919,5.6892,0.7046,-8.4008,12.6443,-4.5828,15.7923,14.1453,-10.5217,12.3699,-15.8124,0.7106,1.5421,12.1653,-10.3139,10.1008,15.1532,0.1192,2.2593,-11.6027,16.2008,0.408,6.1033,5.3153,2.2862,4.0278,20.3075,-2.3401,2.7232,9.056,12.5045,-26.1987
